location,fault_severity,et,nbet,rt,nbrt,st,lf,nblf,svol,volmoy,volsd
l505,0,e34xe35,2,r2,1,s2,f232xf312,2,356,178,1.4142135623731
l627,1,e11xe22xe23,3,r7xr8,2,s2,f197xf222xf305xf306xf75,5,12,2.4,1.51657508881031
l830,0,e11,1,r8,1,s1,f170xf54,2,268,134,12.7279220613579
l126,0,e34xe35,2,r2,1,s2,f232xf233xf235xf307xf312xf313xf315,7,14,2,0.816496580927726
l765,1,e11,1,r8,1,s2,f177xf195xf68,3,3,1,0
l823,0,e11xe15,2,r8,1,s1,f198xf76,2,25,12.5,6.36396103067893
l23,1,e11,1,r8,1,s1,f55,1,1,1,0
l619,0,e11,1,r8,1,s1,f103xf170xf20xf54,4,1649,412.25,423.210251136083
l1083,0,e11,1,r8,1,s2,f68,1,3,3,0
l653,1,e15,1,r8,1,s2,f203xf80xf82,3,18,6,5.56776436283002
l734,0,e15xe54,2,r2xr8,2,s1,f193xf203xf71xf82,4,45,11.25,15.305227865014
l270,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l945,0,e11,1,r8,1,s1,f202xf81,2,7,3.5,0.707106781186548
l851,0,e11xe13xe18,3,r10xr6xr8,3,s1,f242xf273xf322xf68,4,4,1,0
l653,2,e15,1,r8,1,s2,f203xf82,2,8,4,0
l79,0,e10xe20,2,r2xr3,2,s1,f134xf38xf39,3,4,1.33333333333333,0.577350269189626
l914,1,e14xe20xe23,3,r2xr4xr7,3,s1,f134xf219xf306,3,3,1,0
l641,2,e42xe44,2,r2,1,s1,f283xf291xf368xf376,4,16,4,2.3094010767585
l734,1,e15xe54,2,r2xr8,2,s2,f193xf203xf71xf80xf82,5,21,4.2,5.49545266561363
l92,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,558,69.75,126.158347212654
l1008,0,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,89,22.25,23.3434501877222
l921,0,e15,1,r8,1,s2,f80xf82,2,35,17.5,23.3345237791561
l603,0,e11xe20,2,r2xr8,2,s1,f134xf170xf206xf219xf54xf68xf85,7,27,3.85714285714286,3.62530786869986
l604,0,e11,1,r8,1,s1,f54,1,2,2,0
l794,0,e11xe14,2,r4xr8,2,s1,f163xf47,2,6,3,0
l106,0,e35,1,r2,1,s4,f301,1,1,1,0
l845,2,e11xe15,2,r8,1,s1,f203xf82,2,50,25,4.24264068711928
l126,0,e34xe35,2,r2,1,s2,f232xf233xf235xf307xf312xf313xf315,7,34,4.85714285714286,2.19306265517513
l508,0,e34xe35,2,r2,1,s2,f229xf232xf233xf234xf309xf311xf312xf313xf314xf315xf316,11,83,7.54545454545455,6.48634930239864
l533,0,e10xe27,2,r3xr9,2,s4,f154xf240xf39,3,5,1.66666666666667,0.577350269189626
l228,0,e35,1,r2,1,s4,f314,1,1,1,0
l505,0,e34xe35,2,r2,1,s2,f232xf235xf312xf313xf315,5,146,29.2,36.8062494693496
l684,1,e15,1,r8,1,s2,f203xf82,2,11,5.5,6.36396103067893
l891,0,e11,1,r8,1,s1,f195xf73,2,36,18,14.142135623731
l507,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,14,3.5,1.73205080756888
l298,1,e34xe35,2,r2,1,s2,f232xf233xf307xf312xf313,5,66,13.2,9.57601169589929
l491,0,e34xe35,2,r2,1,s2,f235xf315,2,11,5.5,0.707106781186548
l236,1,e11xe20xe35,3,r2xr8,2,s1,f134xf219xf301xf44,4,4,1,0
l846,0,e15,1,r8,1,s2,f68,1,1,1,0
l812,0,e11,1,r8,1,s2,f167xf51,2,2,1,0
l684,2,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,105,26.25,45.1691266242773
l917,2,e11,1,r8,1,s1,f170xf182xf204xf207xf209xf54xf62xf83xf86xf87,10,24,2.4,1.95505043981536
l124,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,14,2.33333333333333,1.03279555898864
l376,0,e35,1,r2,1,s4,f301,1,1,1,0
l466,0,e34xe35,2,r2,1,s2,f232xf234xf307xf312xf314,5,5,1,0
l274,1,e11xe34xe35,3,r2xr8,2,s2,f160xf211xf44xf94,4,4,1,0
l744,1,e11,1,r8,1,s1,f170xf54,2,3,1.5,0.707106781186548
l962,2,e15,1,r8,1,s2,f203xf82,2,92,46,59.39696961967
l448,0,e34xe35,2,r2,1,s2,f232xf312,2,8,4,1.4142135623731
l314,0,e34xe35,2,r2,1,s2,f233xf313,2,10,5,0
l976,0,e15xe54,2,r2xr8,2,s1,f71xf82,2,7,3.5,3.53553390593274
l172,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l373,0,e34xe35,2,r2,1,s2,f232xf312,2,95,47.5,14.8492424049175
l102,0,e34xe35,2,r2,1,s2,f228xf230xf235xf308xf310xf315,6,130,21.6666666666667,23.8886304895586
l707,0,e15xe26,2,r8xr9,2,s2,f193xf276xf349xf71,4,11,2.75,3.5
l973,0,e20,1,r2,1,s1,f134,1,1,1,0
l839,0,e11,1,r8,1,s1,f170,1,2,2,0
l135,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,46,7.66666666666667,10.3279555898864
l714,0,e11xe13,2,r6xr8,2,s1,f179xf273xf345xf68,4,10,2.5,1
l484,0,e34,1,r2,1,s2,f228xf230,2,2,1,0
l962,1,e15,1,r8,1,s2,f203xf82,2,27,13.5,17.6776695296637
l978,1,e11xe15,2,r8,1,s1,f201xf80,2,3,1.5,0.707106781186548
l500,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,6,1.5,0.577350269189626
l653,0,e11xe15,2,r8,1,s1,f193xf201xf203xf71xf80xf82,6,41,6.83333333333333,6.8239773348588
l1065,0,e38,1,r2,1,s4,f317,1,2,2,0
l518,0,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,21,5.25,2.87228132326901
l380,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf312,4,16,4,3.55902608401044
l488,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf310xf312xf313xf314,8,41,5.125,3.35676289643119
l933,0,e20,1,r2,1,s1,f134,1,1,1,0
l977,1,e30,1,r9,1,s5,f133xf218,2,4,2,0
l489,0,e34xe35,2,r2,1,s2,f232xf312,2,35,17.5,2.12132034355964
l834,1,e11xe15,2,r8,1,s1,f203xf71xf82,3,8,2.66666666666667,1.15470053837925
l130,1,e34xe35,2,r2,1,s2,f221xf301,2,3,1.5,0.707106781186548
l427,0,e34xe35,2,r2,1,s2,f233xf312xf313xf315,4,13,3.25,2.21735578260835
l962,2,e15,1,r8,1,s2,f203xf82,2,82,41,8.48528137423857
l501,0,e34xe35,2,r2,1,s2,f233xf313xf315,3,4,1.33333333333333,0.577350269189626
l392,1,e11,1,r8,1,s1,f160,1,1,1,0
l836,0,e11,1,r8,1,s2,f73,1,1,1,0
l17,1,e11,1,r8,1,s2,f207,1,1,1,0
l395,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l382,0,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l852,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1050,0,e11,1,r8,1,s2,f75,1,5,5,0
l808,0,e11,1,r8,1,s1,f71,1,1,1,0
l1086,2,e15,1,r8,1,s2,f203xf82,2,28,14,9.89949493661167
l118,1,e34xe35,2,r2,1,s2,f232xf312,2,38,19,0
l758,1,e11,1,r8,1,s1,f68,1,1,1,0
l699,0,e11,1,r8,1,s1,f62,1,1,1,0
l821,1,e15xe54,2,r2xr8,2,s1,f203xf82,2,12,6,0
l155,0,e34xe35,2,r2,1,s2,f232xf312,2,30,15,0
l532,1,e10xe27xe29xe30,4,r3xr9,2,s1,f132xf133xf152xf153xf154xf218xf240xf38xf39,9,29,3.22222222222222,2.63523138347365
l102,0,e35,1,r2,1,s4,f308xf310xf313xf315,4,4,1,0
l173,0,e11xe34xe35,3,r2xr8,2,s2,f181xf227xf232xf307xf312,5,5,1,0
l814,0,e11,1,r8,1,s1,f171xf55xf70,3,6,2,0
l466,0,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l1087,1,e11xe15,2,r8,1,s1,f201xf56xf80,3,4,1.33333333333333,0.577350269189626
l506,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,236,59,44.0151489073175
l676,0,e11,1,r8,1,s1,f171xf55,2,12,6,1.4142135623731
l1052,1,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,34,8.5,13.699148392023
l149,0,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,121,30.25,32.643273937112
l491,0,e34xe35,2,r2,1,s2,f232xf234xf235xf312xf314xf315,6,7,1.16666666666667,0.408248290463863
l902,0,e11xe22xe23,3,r7xr8,2,s1,f197xf222xf223xf305xf306xf75,6,16,2.66666666666667,1.96638416050035
l300,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l91,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,8,2,0
l479,0,e34xe35,2,r2,1,s2,f234xf309xf314,3,44,14.6666666666667,12.0554275466834
l507,0,e34xe35,2,r2,1,s2,f232xf309xf312xf314xf316,5,32,6.4,5.94138031100518
l1033,0,e11,1,r8,1,s2,f87,1,2,2,0
l118,0,e34xe35,2,r2,1,s2,f232xf312,2,67,33.5,2.12132034355964
l735,0,e11,1,r8,1,s1,f70,1,3,3,0
l17,0,e11xe32,2,r8,1,s1,f170xf280xf54,3,49,16.3333333333333,13.2790561913614
l272,1,e20xe35,2,r2,1,s1,f134xf219xf301,3,5,1.66666666666667,0.577350269189626
l836,0,e11,1,r8,1,s2,f195xf73,2,9,4.5,0.707106781186548
l645,0,e46xe47,2,r2,1,s1,f284xf285,2,2,1,0
l1104,0,e15,1,r8,1,s2,f80,1,1,1,0
l919,1,e11,1,r8,1,s1,f171xf202xf55xf81,4,12,3,1.15470053837925
l133,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,4,1,0
l962,2,e15,1,r8,1,s2,f203xf82,2,49,24.5,4.94974746830583
l401,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l690,0,e11,1,r8,1,s2,f68,1,1,1,0
l931,1,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,8,2,0.816496580927726
l1053,1,e11xe15,2,r8,1,s1,f201xf80,2,10,5,4.24264068711928
l491,0,e34xe35,2,r2,1,s2,f232xf234xf235xf312xf314xf315,6,10,1.66666666666667,0.516397779494322
l1089,2,e11,1,r8,1,s1,f170xf204xf54xf83,4,58,14.5,25.6709953059869
l692,0,e11,1,r8,1,s1,f54,1,1,1,0
l91,0,e34xe35,2,r2,1,s2,f235xf315,2,24,12,2.82842712474619
l1052,0,e11xe15,2,r8,1,s1,f201xf80xf82,3,15,5,4.35889894354067
l950,1,e11,1,r8,1,s1,f170xf207xf54xf86,4,5,1.25,0.5
l489,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,20,3.33333333333333,1.03279555898864
l869,1,e11,1,r8,1,s1,f171,1,2,2,0
l466,0,e34xe35,2,r2,1,s2,f234xf314,2,38,19,7.07106781186548
l1094,0,e11xe15,2,r8,1,s1,f193xf71,2,3,1.5,0.707106781186548
l995,1,e11xe15,2,r8,1,s1,f193xf71xf80xf82,4,10,2.5,1.73205080756888
l821,0,e15,1,r8,1,s2,f71xf82,2,15,7.5,9.19238815542512
l1029,0,e11,1,r8,1,s1,f171xf55,2,7,3.5,2.12132034355964
l854,1,e11,1,r8,1,s1,f170xf54,2,6,3,1.4142135623731
l810,0,e15xe54,2,r8,1,s1,f172xf56,2,2,1,0
l983,1,e11xe15,2,r8,1,s1,f201xf80,2,3,1.5,0.707106781186548
l57,1,e11,1,r8,1,s1,f156xf41,2,2,1,0
l821,2,e11xe15,2,r8,1,s1,f108xf172xf193xf201xf203xf56xf71xf80xf82,9,216,24,36.2870500316573
l653,0,e11xe15,2,r8,1,s1,f203xf82,2,6,3,1.4142135623731
l39,0,e11,1,r8,1,s1,f171xf55,2,3,1.5,0.707106781186548
l445,0,e34xe35,2,r2,1,s2,f232xf312,2,3,1.5,0.707106781186548
l945,0,e11,1,r8,1,s1,f191xf202xf70xf81,4,7,1.75,0.5
l320,0,e11xe20,2,r2xr8,2,s1,f134xf181xf219,3,3,1,0
l864,1,e11,1,r8,1,s1,f170xf54,2,5,2.5,0.707106781186548
l493,0,e34xe35,2,r2,1,s2,f234xf314,2,10,5,0
l895,1,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,35,5.83333333333333,4.26223728418147
l135,0,e34xe35,2,r2,1,s2,f232xf312,2,38,19,0
l644,0,e46xe47,2,r2,1,s1,f284xf285,2,2,1,0
l794,0,e11xe14xe20xe23,4,r2xr4xr7xr8,4,s1,f134xf163xf219xf306xf47,5,18,3.6,3.13049516849971
l1097,1,e11,1,r8,1,s1,f170,1,1,1,0
l147,0,e35,1,r2,1,s4,f312,1,3,3,0
l849,0,e11,1,r8,1,s1,f195xf73,2,2,1,0
l870,0,e20,1,r2,1,s1,f134,1,1,1,0
l125,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,16,2.66666666666667,0.516397779494322
l763,1,e11,1,r8,1,s1,f196xf74,2,4,2,0
l249,0,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,4,1,0
l133,0,e34xe35,2,r2,1,s2,f233xf313,2,2,1,0
l124,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,14,2.33333333333333,0.516397779494322
l830,1,e11,1,r8,1,s1,f209xf68,2,3,1.5,0.707106781186548
l495,0,e34xe35,2,r2,1,s2,f228xf229xf232xf233xf234xf307xf308xf309xf311xf312xf313xf314xf315xf316,14,374,26.7142857142857,35.2495031529165
l816,1,e11xe14xe23xe40xe54,5,r2xr4xr7xr8,4,s2,f223xf306xf46,3,3,1,0
l480,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,108,27,1.82574185835055
l410,0,e34xe35,2,r2,1,s2,f232xf312xf313xf315,4,4,1,0
l500,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,11,1.83333333333333,0.983192080250175
l883,0,e11,1,r8,1,s1,f54xf68,2,4,2,1.4142135623731
l704,2,e11xe15,2,r8,1,s1,f203xf71xf82,3,33,11,9.16515138991168
l256,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l1106,1,e11,1,r8,1,s2,f206xf68,2,2,1,0
l1109,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l289,0,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l355,0,e35,1,r2,1,s4,f312,1,1,1,0
l507,0,e34xe35,2,r2,1,s2,f232xf312,2,65,32.5,2.12132034355964
l239,0,e11xe20xe34xe35,4,r2xr8,2,s1,f134xf181xf232xf301xf307xf312,6,7,1.16666666666667,0.408248290463863
l380,0,e34xe35,2,r2,1,s2,f232xf312,2,22,11,2.82842712474619
l763,0,e15,1,r8,1,s2,f203xf82,2,52,26,2.82842712474619
l446,1,e34xe35,2,r2,1,s2,f232xf312xf313xf315,4,4,1,0
l836,0,e11,1,r8,1,s1,f195xf73,2,20,10,1.4142135623731
l742,0,e11xe15,2,r8,1,s1,f56xf68,2,8,4,4.24264068711928
l122,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,53,6.625,3.15945293637092
l471,0,e34xe35,2,r2,1,s2,f232xf312,2,22,11,0
l704,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,42,10.5,9.46924847422786
l122,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,18,3,0
l177,0,e20xe35,2,r2,1,s1,f134xf219xf301xf307xf312,5,9,1.8,1.09544511501033
l1075,0,e15,1,r8,1,s2,f203xf82,2,11,5.5,3.53553390593274
l300,1,e34xe35,2,r2,1,s2,f232xf312,2,3,1.5,0.707106781186548
l284,0,e20xe35,2,r2,1,s1,f134xf301,2,2,1,0
l652,0,e15,1,r8,1,s2,f80,1,1,1,0
l763,2,e15,1,r8,1,s2,f203xf82,2,14,7,4.24264068711928
l523,0,e20xe34xe35,3,r2,1,s1,f134xf227xf232xf301xf307xf312,6,25,4.16666666666667,4.53504869507116
l834,1,e11xe15,2,r8,1,s1,f203xf82,2,5,2.5,0.707106781186548
l814,0,e11,1,r8,1,s1,f191xf70,2,10,5,1.4142135623731
l876,1,e11,1,r8,1,s1,f193xf71,2,2,1,0
l690,0,e11,1,r8,1,s1,f202xf81,2,6,3,1.4142135623731
l152,1,e34xe35,2,r2,1,s2,f221xf301,2,2,1,0
l159,0,e20xe35,2,r2,1,s1,f134xf301xf307xf312xf357xf358xf95,7,7,1,0
l242,0,e34xe35,2,r2,1,s2,f232xf312,2,22,11,1.4142135623731
l122,0,e34xe35,2,r2,1,s2,f227xf232xf233xf234xf235xf307xf312xf313xf314xf315,10,50,5,2.90593262902712
l919,0,e11,1,r8,1,s1,f171xf55,2,2,1,0
l735,0,e11,1,r8,1,s2,f70,1,1,1,0
l468,0,e34xe35,2,r2,1,s2,f232xf312,2,72,36,1.4142135623731
l830,0,e11,1,r8,1,s1,f68,1,1,1,0
l914,1,e11xe23,2,r7xr8,2,s1,f170xf223xf306xf54,4,4,1,0
l661,0,e11xe13xe22,3,r6xr7xr8,3,s1,f170xf273xf305xf345xf54xf75,6,8,1.33333333333333,0.516397779494322
l793,0,e11,1,r8,1,s1,f195xf73,2,76,38,41.0121933088198
l734,0,e11,1,r8,1,s1,f71xf76,2,2,1,0
l147,0,e35,1,r2,1,s4,f312,1,1,1,0
l1086,2,e11xe15xe20,3,r2xr8,2,s1,f134xf203xf219xf82,4,17,4.25,3.77491721763537
l704,2,e11xe15,2,r8,1,s1,f201xf203xf82,3,50,16.6666666666667,15.502687938978
l1038,1,e11,1,r8,1,s1,f170xf54,2,4,2,0
l793,0,e11,1,r8,1,s1,f195xf73,2,15,7.5,4.94974746830583
l499,0,e34xe35,2,r2,1,s2,f233xf313xf315,3,7,2.33333333333333,0.577350269189626
l135,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,38,6.33333333333333,8.26236447190916
l894,1,e42xe43xe44,3,r2,1,s1,f283xf291xf368xf375xf376,5,35,7,7.3143694191639
l1007,1,e11xe15,2,r8,1,s1,f203xf82,2,58,29,31.1126983722081
l754,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1019,2,e11,1,r8,1,s1,f74,1,1,1,0
l744,1,e11xe13,2,r6xr8,2,s1,f273xf54xf68,3,7,2.33333333333333,0.577350269189626
l126,0,e34xe35,2,r2,1,s2,f232xf233xf235xf307xf312xf313xf315,7,27,3.85714285714286,2.47847879612821
l1109,0,e11,1,r8,1,s2,f68,1,1,1,0
l484,0,e34xe35,2,r2,1,s2,f230xf310,2,2,1,0
l490,0,e34xe35,2,r2,1,s2,f234xf314,2,57,28.5,3.53553390593274
l808,0,e11xe15,2,r8,1,s1,f193xf71,2,20,10,1.4142135623731
l823,0,e15,1,r8,1,s2,f193xf71,2,9,4.5,2.12132034355964
l684,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,35,8.75,8.99536917900909
l1010,0,e11,1,r8,1,s1,f42xf73,2,4,2,0
l365,0,e35,1,r2,1,s4,f312,1,2,2,0
l684,1,e15,1,r8,1,s2,f203xf82,2,15,7.5,7.77817459305202
l1031,0,e11,1,r8,1,s2,f54,1,1,1,0
l155,0,e34xe35,2,r2,1,s2,f232xf312,2,48,24,5.65685424949238
l463,0,e34xe35,2,r2,1,s2,f232xf312,2,7,3.5,0.707106781186548
l957,0,e11,1,r8,1,s1,f191xf70xf81,3,8,2.66666666666667,1.52752523165195
l326,0,e34xe35,2,r2,1,s2,f233xf313,2,2,1,0
l479,0,e11xe34xe35,3,r2xr8,2,s1,f160xf211xf232xf312xf44xf94,6,8,1.33333333333333,0.516397779494322
l480,0,e21xe35,2,r2,1,s1,f135xf220xf301,3,3,1,0
l763,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,48,12,10.5514611942296
l704,1,e11xe15,2,r8,1,s1,f172xf201xf68xf74xf80xf82,6,8,1.33333333333333,0.516397779494322
l925,0,e11,1,r8,1,s1,f170xf68,2,2,1,0
l987,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l161,0,e34xe35,2,r2,1,s2,f232xf312,2,9,4.5,2.12132034355964
l280,0,e34,1,r2,1,s2,f235,1,1,1,0
l511,0,e35,1,r2,1,s4,f312,1,1,1,0
l148,0,e34xe35,2,r2,1,s2,f227xf232xf312,3,4,1.33333333333333,0.577350269189626
l638,2,e42xe44,2,r2,1,s1,f283xf291xf368xf376,4,75,18.75,11.2657297440808
l899,1,e42xe43xe44,3,r2,1,s1,f283xf291xf368xf375xf376,5,5,1,0
l445,0,e34xe35,2,r2,1,s2,f232xf312,2,71,35.5,2.12132034355964
l358,1,e34xe35,2,r2,1,s2,f227xf229xf232xf307xf309xf312,6,6,1,0
l350,0,e20xe35,2,r2,1,s1,f134xf301xf307xf312,4,4,1,0
l145,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,17,2.83333333333333,0.752772652709081
l242,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,247,41.1666666666667,5.63619256827396
l161,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,13,2.16666666666667,1.47196014438797
l805,0,e11,1,r8,1,s1,f51,1,3,3,0
l984,1,e11xe13xe14,3,r4xr6xr8,3,s1,f273xf68,2,5,2.5,2.12132034355964
l118,0,e34xe35,2,r2,1,s2,f232xf312,2,53,26.5,0.707106781186548
l854,0,e11,1,r8,1,s1,f170xf54,2,7,3.5,0.707106781186548
l1026,1,e11xe13xe54,3,r2xr6xr8,3,s1,f273xf68,2,2,1,0
l1125,1,e20,1,r2,1,s1,f134xf219,2,2,1,0
l465,0,e34xe35,2,r2,1,s2,f232xf312,2,14,7,0
l318,0,e20xe35,2,r2,1,s1,f134xf301,2,2,1,0
l1107,1,e11xe15,2,r8,1,s1,f193xf201xf203xf71xf80xf82,6,57,9.5,10.1734949746879
l118,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf307xf312,6,42,7,9.2951600308978
l468,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,2.82842712474619
l92,0,e34xe35,2,r2,1,s2,f232xf235xf312xf315,4,29,7.25,6.07590871118606
l684,2,e11xe15xe54,3,r2xr8,2,s1,f193xf203xf71xf82,4,58,14.5,6.85565460040104
l998,1,e11,1,r8,1,s1,f170xf206xf54xf68xf85,5,9,1.8,0.836660026534076
l768,0,e11,1,r8,1,s1,f171xf55,2,4,2,1.4142135623731
l1046,1,e13,1,r6,1,s1,f273,1,1,1,0
l793,0,e11,1,r8,1,s1,f195xf73,2,170,85,14.142135623731
l1086,1,e15,1,r8,1,s2,f203xf82,2,22,11,4.24264068711928
l742,0,e15,1,r8,1,s2,f80,1,2,2,0
l760,0,e11,1,r8,1,s2,f68,1,8,8,0
l1,1,e15,1,r8,1,s2,f201xf203xf80xf82,4,11,2.75,1.5
l314,0,e34xe35,2,r2,1,s2,f233xf312xf313,3,3,1,0
l1115,1,e11,1,r8,1,s1,f195xf73,2,3,1.5,0.707106781186548
l7,0,e11,1,r8,1,s1,f191xf70,2,3,1.5,0.707106781186548
l19,0,e11,1,r8,1,s2,f55,1,3,3,0
l1075,2,e15,1,r8,1,s2,f203xf82,2,32,16,8.48528137423857
l1021,2,e11,1,r8,1,s1,f170xf206xf54xf85,4,33,8.25,2.62995563967658
l520,0,e34xe35,2,r2,1,s2,f232xf312,2,21,10.5,0.707106781186548
l451,0,e34xe35,2,r2,1,s2,f233xf313,2,46,23,1.4142135623731
l331,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l777,2,e15,1,r8,1,s2,f203xf82,2,15,7.5,0.707106781186548
l896,0,e42xe43xe44,3,r2,1,s1,f283xf291xf368xf375xf376,5,17,3.4,1.51657508881031
l480,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,120,30,1.82574185835055
l856,1,e11xe23,2,r7xr8,2,s2,f197xf306xf75,3,6,2,0
l468,0,e34xe35,2,r2,1,s2,f232xf312,2,24,12,0
l145,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,8,2,1.15470053837925
l460,0,e34xe35,2,r2,1,s2,f232xf312,2,3,1.5,0.707106781186548
l497,0,e34xe35,2,r2,1,s2,f232xf233xf307xf312xf313,5,263,52.6,33.6867926641881
l501,0,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,12,3,2.44948974278318
l684,1,e15,1,r8,1,s2,f203xf71xf82,3,59,19.6666666666667,23.4591844132172
l803,1,e11,1,r8,1,s1,f103xf170xf54,3,17,5.66666666666667,4.04145188432738
l276,0,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,4,1,0
l744,0,e11xe13,2,r6xr8,2,s1,f273xf345xf68,3,8,2.66666666666667,1.52752523165195
l1019,0,e11,1,r8,1,s1,f68,1,1,1,0
l691,0,e11xe20xe23,3,r2xr7xr8,3,s1,f134xf197xf306xf75,4,7,1.75,0.5
l735,0,e11,1,r8,1,s1,f191xf70,2,3,1.5,0.707106781186548
l1075,0,e15,1,r8,1,s2,f82,1,12,12,0
l627,0,e23,1,r7,1,s4,f225xf306,2,2,1,0
l710,0,e11,1,r8,1,s2,f73,1,1,1,0
l30,2,e11xe20xe32,3,r2xr8,2,s1,f134xf171xf219xf280xf55,5,22,4.4,3.04959013639538
l742,0,e11xe15xe54,3,r2xr8,2,s1,f111xf25xf360xf362xf80,5,717,143.4,186.481366361361
l450,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,5,1.25,0.5
l408,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,32,5.33333333333333,1.03279555898864
l834,0,e15,1,r8,1,s2,f203xf82,2,42,21,4.24264068711928
l962,0,e15,1,r8,1,s2,f203xf82,2,22,11,4.24264068711928
l653,1,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,7,1.75,0.957427107756338
l693,1,e11,1,r8,1,s1,f182xf207xf62xf86,4,4,1,0
l812,0,e11,1,r8,1,s1,f195xf73,2,3,1.5,0.707106781186548
l500,0,e35,1,r2,1,s4,f313xf315,2,2,1,0
l793,0,e11,1,r8,1,s1,f195xf73,2,97,48.5,38.8908729652601
l155,0,e34xe35,2,r2,1,s2,f221xf301,2,3,1.5,0.707106781186548
l210,0,e34xe35,2,r2,1,s2,f232xf312,2,5,2.5,0.707106781186548
l838,0,e11,1,r8,1,s2,f55,1,1,1,0
l793,0,e11,1,r8,1,s1,f195xf73,2,8,4,0
l826,1,e11xe13,2,r6xr8,2,s1,f170xf273xf54,3,9,3,1
l400,0,e21xe35,2,r2,1,s1,f135xf95,2,3,1.5,0.707106781186548
l155,0,e20xe34xe35,3,r2,1,s1,f134xf232xf301xf312,4,14,3.5,2.88675134594813
l684,1,e15,1,r8,1,s2,f203xf82,2,58,29,15.556349186104
l91,0,e34xe35,2,r2,1,s2,f235xf307xf312xf313xf315,5,235,47,65.5858216385218
l893,0,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,97,16.1666666666667,6.21020665249287
l687,2,e11,1,r8,1,s1,f182xf204xf207xf62xf83xf86,6,8,1.33333333333333,0.516397779494322
l744,1,e11xe13,2,r6xr8,2,s1,f170xf273xf345xf54,4,21,5.25,1.70782512765993
l734,2,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,23,5.75,4.64578662158878
l1075,2,e11xe15,2,r8,1,s1,f203xf82,2,31,15.5,6.36396103067893
l798,2,e15,1,r8,1,s2,f203xf82,2,64,32,8.48528137423857
