"","location","fault_severity","severity_type","n.event.types","n.features","max.vol","min.vol","n.resource_type","highest_feature","lowest_feature","sum_vol","sd_vol"
"17664","location 944","1","severity_type 1",1,2,3,1,1,"feature 170","feature 68",4,1.4142135623731
"17665","location 13","0","severity_type 4",2,2,1,1,1,"feature 222","feature 222",2,0
"17666","location 494","0","severity_type 2",2,14,91,1,1,"feature 232","feature 311",304,29.1110039237837
"17669","location 500","0","severity_type 2",2,3,2,1,1,"feature 313","feature 233",5,0.577350269189626
"17670","location 826","1","severity_type 1",2,3,4,2,2,"feature 68","feature 273",8,1.15470053837925
"17671","location 1041","0","severity_type 1",1,1,1,1,1,"feature 134","feature 134",1,NA
"17672","location 798","0","severity_type 2",1,2,18,5,1,"feature 82","feature 203",23,9.19238815542512
"17673","location 718","0","severity_type 1",2,3,1,1,1,"feature 134","feature 134",3,0
"17677","location 384","0","severity_type 2",2,5,1,1,1,"feature 313","feature 313",5,0
"17678","location 488","0","severity_type 2",2,2,3,3,1,"feature 312","feature 312",6,0
"17681","location 865","0","severity_type 1",1,1,2,2,1,"feature 54","feature 54",2,NA
"17682","location 325","0","severity_type 2",2,3,1,1,1,"feature 232","feature 232",3,0
"17685","location 638","1","severity_type 1",2,4,8,2,1,"feature 368","feature 283",21,3.20156211871642
"17687","location 931","0","severity_type 2",1,2,1,1,1,"feature 80","feature 80",2,0
"17690","location 798","1","severity_type 2",1,2,6,5,1,"feature 82","feature 203",11,0.707106781186548
"17692","location 744","1","severity_type 2",2,2,2,1,2,"feature 170","feature 54",3,0.707106781186548
"17695","location 799","1","severity_type 1",2,2,1,1,2,"feature 172","feature 172",2,0
"17698","location 466","0","severity_type 2",2,2,4,4,1,"feature 234","feature 234",8,0
"17699","location 814","0","severity_type 1",1,2,1,1,1,"feature 191","feature 191",2,0
"17701","location 803","1","severity_type 1",1,1,1,1,1,"feature 170","feature 170",1,NA
"17703","location 943","1","severity_type 1",2,3,8,2,1,"feature 170","feature 280",14,3.05505046330389
"17705","location 885","0","severity_type 2",1,2,1,1,1,"feature 81","feature 81",2,0
"17713","location 744","1","severity_type 1",4,7,3,1,3,"feature 223","feature 306",9,0.755928946018455
"17714","location 734","0","severity_type 2",1,2,4,1,1,"feature 82","feature 203",5,2.12132034355964
"17715","location 983","0","severity_type 4",1,1,1,1,1,"feature 317","feature 317",1,NA
"17721","location 609","0","severity_type 2",2,2,3,1,2,"feature 306","feature 75",4,1.4142135623731
"17724","location 1019","0","severity_type 1",2,3,2,1,1,"feature 196","feature 82",5,0.577350269189626
"17730","location 103","0","severity_type 2",2,11,6,1,1,"feature 230","feature 235",34,2.34326889001435
"17733","location 239","1","severity_type 1",2,3,2,1,1,"feature 301","feature 134",5,0.577350269189626
"17735","location 846","1","severity_type 2",1,2,13,2,1,"feature 82","feature 203",15,7.77817459305202
"17738","location 705","0","severity_type 1",1,1,1,1,1,"feature 68","feature 68",1,NA
"17739","location 328","1","severity_type 2",2,2,2,2,1,"feature 313","feature 313",4,0
"17741","location 614","0","severity_type 2",1,1,1,1,1,"feature 80","feature 80",1,NA
"17745","location 1008","1","severity_type 2",1,1,1,1,1,"feature 80","feature 80",1,NA
"17748","location 1063","0","severity_type 1",1,2,4,3,1,"feature 195","feature 73",7,0.707106781186548
"17750","location 805","0","severity_type 2",1,2,4,4,1,"feature 191","feature 191",8,0
"17753","location 704","1","severity_type 2",1,2,6,3,1,"feature 82","feature 203",9,2.12132034355964
"17757","location 984","1","severity_type 1",2,2,4,4,2,"feature 68","feature 68",8,0
"17763","location 183","0","severity_type 4",1,2,1,1,1,"feature 310","feature 310",2,0
"17764","location 808","0","severity_type 1",2,4,35,3,1,"feature 52","feature 193",51,14.9303940559741
"17767","location 618","0","severity_type 1",2,2,2,1,2,"feature 306","feature 54",3,0.707106781186548
"17772","location 257","1","severity_type 1",4,10,4,1,2,"feature 312","feature 237",16,1.07496769977314
"17773","location 845","2","severity_type 2",1,2,11,7,1,"feature 82","feature 203",18,2.82842712474619
"17774","location 894","0","severity_type 1",3,5,6,4,1,"feature 376","feature 283",25,1
"17776","location 557","0","severity_type 1",1,2,6,6,1,"feature 359","feature 359",12,0
"17779","location 891","0","severity_type 1",1,2,19,9,1,"feature 73","feature 195",28,7.07106781186548
"17781","location 478","0","severity_type 2",2,6,13,1,1,"feature 314","feature 229",26,4.84424056655599
"17783","location 527","0","severity_type 2",2,2,1,1,1,"feature 232","feature 232",2,0
"17788","location 296","0","severity_type 2",2,4,2,1,1,"feature 312","feature 227",6,0.577350269189626
"17795","location 187","1","severity_type 1",3,8,34,2,2,"feature 160","feature 232",121,10.439451271841
"17800","location 484","0","severity_type 2",2,2,2,1,1,"feature 312","feature 232",3,0.707106781186548
"17803","location 613","1","severity_type 1",2,2,4,2,1,"feature 82","feature 203",6,1.4142135623731
"17807","location 903","1","severity_type 1",1,3,3,1,1,"feature 170","feature 54",6,1
"17809","location 479","0","severity_type 2",2,5,35,1,1,"feature 314","feature 308",68,13.7767920794356
"17811","location 1100","1","severity_type 1",2,3,45,4,1,"feature 82","feature 80",54,23.388031127053
"17812","location 1006","0","severity_type 2",1,1,4,4,1,"feature 54","feature 54",4,NA
"17814","location 878","0","severity_type 1",1,2,7,2,1,"feature 73","feature 195",9,3.53553390593274
"17815","location 892","1","severity_type 1",4,7,4,1,1,"feature 368","feature 289",21,1.4142135623731
"17817","location 116","0","severity_type 1",3,4,2,1,1,"feature 232","feature 312",5,0.5
"17818","location 496","0","severity_type 2",2,2,10,10,1,"feature 312","feature 312",20,0
"17821","location 648","1","severity_type 1",3,5,2,1,3,"feature 306","feature 54",6,0.447213595499958
"17822","location 625","1","severity_type 1",2,4,1,1,2,"feature 171","feature 171",4,0
"17824","location 495","0","severity_type 2",2,2,17,9,1,"feature 312","feature 232",26,5.65685424949238
"17830","location 102","0","severity_type 2",2,3,3,1,1,"feature 232","feature 227",6,1
"17832","location 509","0","severity_type 2",2,2,11,11,1,"feature 232","feature 232",22,0
"17835","location 378","1","severity_type 2",2,3,1,1,1,"feature 227","feature 227",3,0
"17836","location 255","1","severity_type 2",2,2,2,2,1,"feature 312","feature 312",4,0
"17837","location 466","0","severity_type 2",2,2,26,21,1,"feature 314","feature 234",47,3.53553390593274
"17838","location 481","0","severity_type 2",2,4,29,27,1,"feature 310","feature 230",111,0.957427107756338
"17841","location 763","0","severity_type 2",1,3,3,2,1,"feature 71","feature 82",7,0.577350269189626
"17842","location 891","0","severity_type 4",1,2,3,1,1,"feature 73","feature 195",4,1.4142135623731
"17844","location 242","0","severity_type 2",2,6,83,30,1,"feature 314","feature 312",320,21.6487105081727
"17847","location 122","0","severity_type 2",2,6,4,1,1,"feature 233","feature 232",17,1.16904519445001
"17850","location 802","0","severity_type 1",3,3,2,2,3,"feature 68","feature 68",6,0
"17854","location 794","0","severity_type 1",3,3,6,1,3,"feature 163","feature 306",13,2.88675134594813
"17857","location 504","0","severity_type 1",3,11,20,1,2,"feature 234","feature 44",67,6.45684978072969
"17858","location 495","0","severity_type 2",2,15,94,1,1,"feature 232","feature 227",421,25.96829568825
"17860","location 1112","0","severity_type 1",1,1,1,1,1,"feature 68","feature 68",1,NA
"17865","location 846","0","severity_type 2",1,2,22,11,1,"feature 82","feature 203",33,7.77817459305202
"17866","location 128","0","severity_type 2",2,7,5,1,1,"feature 232","feature 315",23,1.70433620649269
"17870","location 473","0","severity_type 2",2,4,4,1,1,"feature 235","feature 233",8,1.4142135623731
"17871","location 521","0","severity_type 2",2,2,8,8,1,"feature 312","feature 312",16,0
"17873","location 135","1","severity_type 2",2,2,2,2,1,"feature 312","feature 312",4,0
"17874","location 1042","1","severity_type 2",1,2,4,1,1,"feature 82","feature 203",5,2.12132034355964
"17876","location 898","1","severity_type 1",6,8,9,1,1,"feature 289","feature 290",24,3.70328039909021
"17879","location 763","2","severity_type 2",1,3,55,1,1,"feature 82","feature 71",75,27.495454169735
"17880","location 521","0","severity_type 2",2,2,11,11,1,"feature 232","feature 232",22,0
"17883","location 744","2","severity_type 1",3,5,13,1,3,"feature 54","feature 118",39,6.26099033699941
"17888","location 171","0","severity_type 2",1,1,1,1,1,"feature 181","feature 181",1,NA
"17890","location 83","1","severity_type 1",1,1,1,1,1,"feature 359","feature 359",1,NA
"17892","location 228","1","severity_type 2",2,6,1,1,1,"feature 234","feature 234",6,0
"17894","location 1058","0","severity_type 2",1,1,1,1,1,"feature 68","feature 68",1,NA
"17897","location 475","0","severity_type 2",2,2,24,23,1,"feature 314","feature 234",47,0.707106781186548
"17898","location 962","0","severity_type 2",1,2,32,13,1,"feature 82","feature 203",45,13.4350288425444
"17908","location 921","0","severity_type 2",1,2,6,1,1,"feature 82","feature 203",7,3.53553390593274
"17910","location 941","0","severity_type 1",1,1,1,1,1,"feature 80","feature 80",1,NA
"17914","location 446","1","severity_type 1",3,8,2,1,2,"feature 160","feature 227",9,0.353553390593274
"17917","location 763","1","severity_type 2",1,2,32,2,1,"feature 82","feature 203",34,21.2132034355964
"17919","location 264","1","severity_type 1",1,2,1,1,1,"feature 220","feature 220",2,0
"17922","location 890","0","severity_type 1",1,1,2,2,1,"feature 73","feature 73",2,NA
"17923","location 865","2","severity_type 1",1,8,6,1,1,"feature 54","feature 182",22,2.0528725518857
"17925","location 603","0","severity_type 4",1,1,1,1,1,"feature 54","feature 54",1,NA
"17927","location 504","0","severity_type 2",2,2,3,3,1,"feature 232","feature 232",6,0
"17928","location 252","1","severity_type 1",2,3,1,1,1,"feature 348","feature 348",3,0
"17934","location 599","0","severity_type 2",1,1,56,56,1,"feature 82","feature 82",56,NA
"17935","location 944","1","severity_type 1",1,2,10,8,1,"feature 170","feature 54",18,1.4142135623731
"17936","location 744","1","severity_type 1",2,5,3,2,2,"feature 273","feature 170",12,0.547722557505166
"17937","location 878","0","severity_type 1",1,4,135,1,1,"feature 109","feature 24",278,69.7734428943659
"17938","location 122","0","severity_type 2",2,6,8,1,1,"feature 313","feature 232",21,3.14642654451045
"17943","location 475","0","severity_type 2",2,2,12,11,1,"feature 314","feature 234",23,0.707106781186548
"17944","location 891","0","severity_type 2",1,2,5,1,1,"feature 73","feature 195",6,2.82842712474619
"17947","location 466","0","severity_type 2",2,13,6,1,1,"feature 234","feature 229",37,1.72463299700515
"17948","location 1042","2","severity_type 2",1,2,6,6,1,"feature 203","feature 203",12,0
"17955","location 610","2","severity_type 1",1,6,2,1,1,"feature 83","feature 86",8,0.516397779494322
"17956","location 300","0","severity_type 2",2,6,10,4,1,"feature 312","feature 307",45,2.42899156029822
"17960","location 894","2","severity_type 1",3,6,21,4,1,"feature 368","feature 290",98,6.31400559602751
"17962","location 793","0","severity_type 1",1,2,15,13,1,"feature 195","feature 73",28,1.4142135623731
"17965","location 881","0","severity_type 1",1,3,2,1,1,"feature 170","feature 68",5,0.577350269189626
"17966","location 795","0","severity_type 1",1,2,1,1,1,"feature 219","feature 219",2,0
"17970","location 195","0","severity_type 1",3,4,1,1,1,"feature 134","feature 134",4,0
"17971","location 38","0","severity_type 5",2,2,1,1,2,"feature 240","feature 240",2,0
"17973","location 794","0","severity_type 1",2,3,3,1,2,"feature 47","feature 306",7,1.15470053837925
"17975","location 1094","1","severity_type 1",1,1,1,1,1,"feature 66","feature 66",1,NA
"17976","location 157","0","severity_type 2",2,2,7,7,1,"feature 232","feature 232",14,0
"17977","location 404","1","severity_type 1",3,7,2,1,1,"feature 312","feature 232",9,0.487950036474267
"17982","location 1061","0","severity_type 2",1,3,6,1,1,"feature 82","feature 80",8,2.88675134594813
"17988","location 451","0","severity_type 2",2,2,1,1,1,"feature 233","feature 233",2,0
"17989","location 409","0","severity_type 2",2,5,2,2,1,"feature 233","feature 233",10,0
"17990","location 396","0","severity_type 4",1,4,1,1,1,"feature 308","feature 308",4,0
"17991","location 430","0","severity_type 2",2,2,5,5,1,"feature 232","feature 232",10,0
"17993","location 794","0","severity_type 1",3,4,2,1,3,"feature 47","feature 318",6,0.577350269189626
"17994","location 471","0","severity_type 2",2,3,123,4,1,"feature 232","feature 313",211,60.6657509088393
"17995","location 705","0","severity_type 1",2,2,1,1,1,"feature 54","feature 54",2,0
"17996","location 814","0","severity_type 2",1,1,3,3,1,"feature 70","feature 70",3,NA
"18001","location 1099","0","severity_type 1",1,3,8,1,1,"feature 81","feature 70",14,3.51188458428425
"18004","location 1008","0","severity_type 2",1,1,4,4,1,"feature 82","feature 82",4,NA
"18005","location 1042","0","severity_type 2",1,1,12,12,1,"feature 82","feature 82",12,NA
"18008","location 1055","0","severity_type 2",1,2,4,3,1,"feature 71","feature 193",7,0.707106781186548
"18010","location 601","1","severity_type 1",2,3,2,1,2,"feature 68","feature 345",4,0.577350269189626
"18012","location 584","0","severity_type 2",1,2,1,1,1,"feature 73","feature 73",2,0
"18016","location 600","2","severity_type 1",2,2,22,9,1,"feature 82","feature 203",31,9.19238815542512
"18019","location 834","0","severity_type 2",1,2,63,21,1,"feature 82","feature 203",84,29.698484809835
"18021","location 878","0","severity_type 1",1,1,1,1,1,"feature 68","feature 68",1,NA
"18027","location 242","0","severity_type 2",2,6,18,12,1,"feature 314","feature 229",92,2.16024689946929
"18029","location 798","1","severity_type 2",1,2,8,1,1,"feature 82","feature 203",9,4.94974746830583
"18030","location 652","0","severity_type 1",3,4,2,1,1,"feature 80","feature 2",6,0.577350269189626
"18031","location 369","0","severity_type 2",2,4,1,1,2,"feature 354","feature 354",4,0
"18033","location 288","0","severity_type 4",1,1,2,2,1,"feature 312","feature 312",2,NA
"18035","location 557","0","severity_type 1",1,2,1,1,1,"feature 361","feature 361",2,0
"18036","location 7","0","severity_type 1",1,4,6,3,1,"feature 70","feature 191",17,1.25830573921179
"18037","location 981","0","severity_type 1",1,2,1,1,1,"feature 134","feature 134",2,0
"18039","location 691","1","severity_type 2",3,7,32,1,2,"feature 75","feature 223",67,11.2376916795984
"18044","location 600","0","severity_type 2",1,1,34,34,1,"feature 82","feature 82",34,NA
"18046","location 475","0","severity_type 2",2,3,2,1,1,"feature 312","feature 314",4,0.577350269189626
"18048","location 239","1","severity_type 1",2,3,1,1,1,"feature 301","feature 301",3,0
"18049","location 1093","1","severity_type 1",1,6,1,1,1,"feature 87","feature 87",6,0
"18050","location 1008","1","severity_type 2",1,3,10,1,1,"feature 82","feature 201",13,4.93288286231625
"18054","location 296","1","severity_type 2",2,5,2,1,1,"feature 232","feature 313",8,0.547722557505166
"18055","location 821","0","severity_type 1",2,4,8,4,1,"feature 82","feature 193",20,2
"18057","location 653","0","severity_type 2",1,3,5,1,1,"feature 82","feature 80",9,2
"18058","location 1008","0","severity_type 2",1,4,24,1,1,"feature 82","feature 172",41,11.295279249905
"18061","location 821","1","severity_type 1",2,4,5,2,1,"feature 82","feature 193",12,1.4142135623731
"18063","location 496","0","severity_type 2",2,10,74,2,1,"feature 312","feature 235",295,26.7758182777753
"18064","location 584","0","severity_type 1",1,1,3,3,1,"feature 73","feature 73",3,NA
"18068","location 106","0","severity_type 1",1,2,1,1,1,"feature 219","feature 219",2,0
